drug_name,num_prescriber,total_cost
DESMOPRESSIN ACETATE,6184,11267949.509999955
XGEVA,196,7531298.389999999
SULFASALAZINE,9032,7091317.420000014
PULMICORT FLEXHALER,2309,9259381.689999998
TRACLEER,1416,310156202.04999995
DILATRATE-SR,18,37487.45
MATZIM LA,1185,1523746.9199999974
PLAVIX,2461,8340029.779999984
MEXILETINE HCL,1484,3001291.430000003
TIKOSYN,4030,99908012.0899999
PERCOCET,933,20571949.640000034
APIDRA SOLOSTAR,1180,11901477.00999999
ALCOHOL SWABS,1190,65122.84999999996
BENAZEPRIL-HYDROCHLOROTHIAZIDE,14286,20536462.84000007
CHANTIX,5193,21538926.289999966
CLOTRIMAZOLE,12034,10373884.340000022
FLUNISOLIDE,1590,1738426.3600000055
GENTAK,298,144918.18999999994
GLUCOPHAGE,457,703459.0499999998
IMIPRAMINE HCL,9958,4087733.7600000314
LEVOXYL,2477,1845638.5600000003
LIDOCAINE HCL VISCOUS,2977,547894.5700000001
NATEGLINIDE,7426,18039902.770000055
OXAZEPAM,3176,3038259.9699999997
PENTAZOCINE-NALOXONE HCL,513,1518082.5500000007
RISEDRONATE SODIUM,5240,22088788.869999986
SINGLE USE SWAB,6093,604935.5599999997
TEGRETOL,1902,6831538.190000003
TOUJEO SOLOSTAR,2025,24661337.79999995
TRAMADOL HCL ER,4057,9249996.839999981
ANDROGEL,9066,131087376.65000021
CODEINE SULFATE,639,654560.08
HYDROCODONE-IBUPROFEN,4886,3846351.1799999946
LIALDA,6876,116502436.96999994
SAVELLA,5361,24329720.260000017
CAPTOPRIL,10462,20244733.379999977
CARTEOLOL HCL,511,213585.23000000007
NYSTATIN-TRIAMCINOLONE,10272,30913204.640000015
TENORMIN,372,1524750.010000001
VASCEPA,3387,33785697.29999995
VITAMIN D2,1675,531487.5499999992
ZENPEP,2416,33458719.650000013
CEFEPIME HCL,1150,3697039.87
CUBICIN,1007,49383386.71000009
MONUROL,355,1268927.9099999983
VANCOMYCIN HCL,7910,38917599.91999997
BRILINTA,9190,80014847.86999975
APIDRA,850,6307095.499999998
ARMOUR THYROID,5916,3430435.6800000076
CABERGOLINE,1681,4624343.810000001
HUMULIN R U-500,2476,107297645.15000008
INSUPEN,201,75257.45999999996
NOVOFINE AUTOCOVER,3733,6610261.79
ULTICARE,3819,2928520.700000005
AUTOSHIELD DUO PEN NEEDLE,2113,2788628.0099999984
DESOXIMETASONE,3925,13516637.569999969
HYZAAR,513,1055546.410000001
LIOTHYRONINE SODIUM,10395,10455371.53
PEN NEEDLES,1392,701290.9300000007
REPAGLINIDE,8911,23488585.75999991
DEXAMETHASONE,15923,5714381.799999999
CELEBREX,4578,26920589.830000043
FORTEO,5179,323047517.13000035
VICODIN,688,918483.3900000006
ENABLEX,3755,18550371.689999983
ENDOCET,7800,17945137.160000023
LEVORA-28,204,49774.510000000024
NUCYNTA ER,2089,24866219.720000006
PRENATAL PLUS,1378,346141.47999999975
BENZONATATE,264,126837.63000000006
BUTRANS,5619,51321367.409999825
CALCIPOTRIENE,2676,24906382.440000076
CHOLESTYRAMINE LIGHT,1551,2188660.0999999978
CIALIS,6736,39529125.97000004
ESTAZOLAM,1230,1195496.8300000003
FOLIC ACID,2355,361914.42000000004
GOLYTELY,226,96895.15
HUMALOG MIX 75-25 KWIKPEN,7962,131215134.43000022
HYDROMET,14,8393.620000000003
LEVITRA,167,688157.5800000001
NISOLDIPINE,2057,7678538.59999999
"PANCRELIPASE 5,000",289,446807.6299999999
PATANASE,151,697804.8500000003
PREVALITE,1130,1672651.659999999
PROAIR RESPICLICK,478,577775.3600000002
RABEPRAZOLE SODIUM,7019,8698320.329999987
STAXYN,75,757749.9500000002
TEGRETOL XR,3993,13822244.129999975
TIROSINT,1047,2791665.6300000027
URIN D.S.,62,18447.31
VIAGRA,2157,23210469.540000025
DICLOFENAC SODIUM ER,3991,2292760.069999999
GLYBURIDE-METFORMIN HCL,9228,4241670.810000006
TEKTURNA HCT,955,2487476.8699999987
SAPHRIS,4464,71019177.97000019
SUBOXONE,7596,158119233.1
GAVILYTE-N,4204,4395205.730000012
CEFPROZIL,1401,1584997.880000003
TIVICAY,2963,194038844.19999972
AMLODIPINE-ATORVASTATIN,3129,11378500.510000031
CORGARD,87,201556.01
OXAPROZIN,1718,4766553.650000003
PROLIA,3249,87620678.02000013
PEG 3350-ELECTROLYTE,6737,4516655.289999993
DISOPYRAMIDE PHOSPHATE,643,703404.830000001
TRETINOIN,2613,7816985.840000016
IMIQUIMOD,2314,7098813.959999982
TAMOXIFEN CITRATE,10634,12711774.51999997
AZURETTE,115,43610.70999999998
RIVASTIGMINE,13438,48247481.04000023
EDARBI,1599,5488367.749999998
GLYCOPYRROLATE,4421,4784603.08000001
PANCREAZE,256,2096004.5699999998
SELENIUM SULFIDE,1238,419147.9500000004
TIAGABINE HCL,898,5993683.529999988
DICLOFENAC POTASSIUM,7209,9422517.50999999
FLURBIPROFEN,724,393418.62000000034
EXFORGE,2531,10699394.199999994
TRAVASOL,97,435631.79000000015
DURAGESIC,856,17742752.09
ENALAPRIL-HYDROCHLOROTHIAZIDE,6648,1599288.8600000022
ALCOHOL PADS,3833,3885044.8700000034
NOVOFINE,3012,2494789.010000006
LEFLUNOMIDE,5820,39335101.02999986
XELJANZ,1469,113709995.85000004
HYDROXYUREA,9461,8936115.00999998
EASY TOUCH PEN NEEDLE,3072,1625692.769999994
AMIKACIN SULFATE,370,567336.2000000001
ARANESP,1150,29863534.29999998
BANZEL,856,39001251.15000001
BROMOCRIPTINE MESYLATE,1601,5872545.8
CEFTAZIDIME,216,482481.60000000003
CIPROFLOXACIN-D5W,39,32591.380000000005
DANTROLENE SODIUM,1577,2654779.559999998
DEXTROSE 5%-0.45% NACL,854,302015.4099999997
GLUCAGEN,1415,8089409.680000003
GLUCAGON EMERGENCY KIT,1726,9831257.039999979
HALOPERIDOL LACTATE,1343,759425.3599999985
INTELENCE,2584,93122981.94999991
INVANZ,2015,20496384.06999998
LAMIVUDINE,2300,13415545.20000003
LETAIRIS,1542,427119831.580001
LEVOFLOXACIN-D5W,215,172170.08999999997
LIVALO,7541,36083964.70999994
METHAZOLAMIDE,1317,10895527.859999973
PIPERACILLIN-TAZOBACTAM,669,2220291.3800000004
POLYMYXIN B SUL-TRIMETHOPRIM,2976,1369083.5399999998
PROTOPIC,34,393117.46
RILUZOLE,591,5366341.200000008
SEREVENT DISKUS,3290,16355209.269999979
SODIUM BICARBONATE,678,831306.8300000003
SODIUM CHLORIDE,7212,3866338.670000006
TRANSDERM-SCOP,3946,10707200.650000008
ZOSYN,148,682037.3500000003
GLEEVEC,4517,985391562.0899996
IMBRUVICA,2197,445294996.1900002
JAKAFI,1366,262592900.77000016
LETROZOLE,9962,10237337.750000002
REVLIMID,5486,1886777606.6600027
EDURANT,676,13266247.479999986
LAMIVUDINE-ZIDOVUDINE,1746,20034336.240000006
SUSTIVA,2614,57442558.41999987
TESTOSTERONE CYPIONATE,10813,11591902.76000001
CANASA,856,11707989.970000008
ZEGERID,253,5165254.669999998
DEXTROAMPHETAMINE SULFATE,1480,3819097.0500000077
GAVILYTE-C,2204,2124417.350000002
K-TAB ER,4733,7228028.410000006
SURE COMFORT ALCOHOL,497,102975.15999999997
GLUCOPHAGE XR,277,386866.61999999976
EXALGO,344,8214297.310000006
FLECTOR,1345,12309326.02000001
REMICADE,222,33750236.029999994
HORIZANT,530,4235376.189999998
GENERLAC,4091,1460212.4699999974
PROTONIX,2067,9409875.079999994
ADACEL TDAP,3222,5326778.840000003
TRIBENZOR,5703,37805204.71999995
ACAMPROSATE CALCIUM,587,1339886.7899999989
DEXTROAMPHETAMINE SULFATE ER,1666,7076396.800000002
HALOPERIDOL DECANOATE,5622,13805636.919999966
TRILEPTAL,806,10624321.669999985
ZYPREXA RELPREVV,162,5956765.630000003
CEFPODOXIME PROXETIL,2238,4342486.129999999
SINGULAIR,1169,3542152.139999999
EXEMESTANE,5558,69546043.16000018
EXJADE,427,52344030.57000004
ZYTIGA,3324,656936817.0899988
GLUMETZA,979,54602967.910000004
DICLOFENAC SODIUM-MISOPROSTOL,2256,5645187.13999999
NAPROXEN SODIUM,5069,3926248.6599999964
DEPAKOTE,1365,10612930.499999987
GLYBURIDE MICRONIZED,1162,243690.20000000007
MACRODANTIN,26,108563.25
PREMPRO,6402,16984232.76000008
ZIDOVUDINE,649,438969.7200000001
MESALAMINE,287,1277437.9900000007
OMEPRAZOLE-SODIUM BICARBONATE,995,9203091.049999997
PRAVACHOL,130,368553.98
QUINAPRIL-HYDROCHLOROTHIAZIDE,3417,2334891.8100000108
MYCOPHENOLIC ACID,642,8730933.270000007
VELPHORO,856,25519303.260000013
CLOBETASOL EMOLLIENT,656,1965178.6000000006
EDARBYCLOR,1541,5775541.430000008
HUMALOG MIX 50-50,640,9939225.669999998
KEPPRA,2516,61488569.91999981
MOXIFLOXACIN HCL,2451,5357305.939999992
REBIF,1799,208723127.0299996
SELEGILINE HCL,1910,5172793.880000003
HALOBETASOL PROPIONATE,2317,9475402.649999999
ROPINIROLE ER,2065,10585286.280000005
BACITRACIN,2382,5388747.900000003
BETIMOL,705,1614135.5900000005
MOXEZA,139,1009906.8400000002
LAMOTRIGINE ER,2011,22850952.280000027
AZILECT,6126,157907886.2500008
EPIPEN 2-PAK,1955,18115648.780000012
MONOJECT INSULIN SYRINGE,1038,686242.7199999997
OXYCODONE HCL-ASPIRIN,295,344965.85999999987
PROBENECID,2516,1428248.379999999
PROBENECID-COLCHICINE,1464,1106480.409999999
NICOTROL,323,1497607.8
SF 5000 PLUS,1020,139993.68
ASPIRIN-DIPYRIDAMOLE ER,2170,11081192.439999973
BYDUREON,3881,44921269.36000002
FOSINOPRIL-HYDROCHLOROTHIAZIDE,646,410078.6199999999
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196645.67
TAZTIA XT,8629,5161182.069999987
TIAZAC,63,76398.15999999999
CEFAZOLIN SODIUM,643,764360.6599999998
ABILIFY MAINTENA,2655,115140367.41000022
NALTREXONE HCL,2752,3099584.8500000034
METOPROLOL-HYDROCHLOROTHIAZIDE,1841,1388486.970000002
BESIVANCE,2513,34905085.729999945
EASY COMFORT PEN NEEDLES,905,970343.0200000011
KOMBIGLYZE XR,5125,40712178.900000006
PHENAZOPYRIDINE HCL,1851,1929135.9999999953
SURE COMFORT,7661,4270467.599999998
ADDERALL,163,884081.8699999999
PROPAFENONE HCL ER,2450,25761772.250000052
LITHIUM,241,139163.41999999987
LOVENOX,694,7861687.879999996
ZOSTAVAX,14128,142684245.87000075
ONFI,1563,46918645.56000007
OXTELLAR XR,299,2893036.1699999976
NITROGLYCERIN,636,2329298.0300000026
SODIUM POLYSTYRENE SULFONATE,1089,1866459.280000001
BETAMETHASONE VALERATE,4577,5110968.969999999
ACTEMRA,546,30016468.70999998
CIMZIA,1185,82778600.03999993
ENBREL,6992,1226249410.920003
HUMIRA,3041,292875992.99
METHOTREXATE SODIUM,1251,412267.14
ORENCIA,1585,129870163.07000002
OTEZLA,925,38705970.209999986
SULFASALAZINE DR,2551,4373632.829999998
ELMIRON,2906,48535549.479999855
FLUOXETINE DR,251,505654.7500000002
RELISTOR,388,7290888.479999996
UNIFINE PENTIPS PLUS,617,280320.12
CHLORZOXAZONE,1618,918289.9700000007
VICODIN ES,597,1217723.2700000003
ACETYLCYSTEINE,627,636073.7700000005
NIASPAN,382,1452700.6799999992
ZEMPLAR,69,349467.74000000005
ALIMTA,44,3937567.0400000005
ALOXI,58,1817747.91
AVASTIN,116,17191060.459999997
CARBOPLATIN,112,169828.44000000003
DOCETAXEL,47,1510514.9800000002
EMEND,393,5887480.049999998
FEMARA,139,1351015.4799999995
FUSILEV,5,232493.86
HERCEPTIN,89,9530365.160000004
IRINOTECAN HCL,29,353133.06999999995
NEULASTA,276,37367803.89999998
OXALIPLATIN,46,1453891.83
PACLITAXEL,69,132825.38999999998
RITUXAN,111,18469734.220000003
SANCUSO,153,3776177.7700000005
TARCEVA,2155,301248706.1699996
TASIGNA,1229,175208540.91999984
VECTIBIX,7,670989.48
XTANDI,2781,604956474.4000006
PERMETHRIN,3091,6809042.13
TRI-PREVIFEM,422,83727.08999999991
COSOPT PF,1346,4514472.600000008
SIMBRINZA,5357,22970838.39
TRAVOPROST,900,2842080.579999999
ZIOPTAN,1871,7700934.60999999
DISULFIRAM,488,619261.5000000002
BOTOX,352,10526586.950000005
CARBIDOPA-LEVODOPA-ENTACAPONE,3759,33638953.38999996
ULTRAM,193,828913.46
EASY COMFORT INSULIN SYRINGE,241,185263.06999999992
ORACIT,7,2446.77
DESLORATADINE,3341,2621640.7199999955
ALPRAZOLAM ER,1750,946160.1300000015
RISPERDAL,502,5378757.099999994
TRILYTE WITH FLAVOR PACKETS,570,239156.25
FLUOCINOLONE ACETONIDE OIL,1238,4721276.799999997
RIBAVIRIN,748,3357145.959999998
SOVALDI,1248,715153858.0799998
VIEKIRA PAK,134,76476353.14
NECON,479,131652.33000000005
CLIMARA,621,1153922.6699999997
ESTRING,1270,7534717.59
VAGIFEM,8670,49643662.06999989
CEFEPIME,120,489935.38
MEROPENEM,1142,4432644.549999999
METHYLDOPA,1210,323217.31999999995
TESTOSTERONE,1214,7668880.340000001
ORACEA,323,3395668.2700000023
CAPTOPRIL-HYDROCHLOROTHIAZIDE,657,805122.2499999994
HUMALOG MIX 50-50 KWIKPEN,794,15765235.180000016
DIOVAN HCT,1329,4526575.899999999
QUINIDINE SULFATE,139,32590.680000000004
TRI-LEGEST FE,36,21874.169999999995
ACEBUTOLOL HCL,3109,1080317.1899999992
CANDESARTAN-HYDROCHLOROTHIAZID,887,1245159.32
MICARDIS HCT,500,1340090.9000000001
MOEXIPRIL HCL,1671,1012083.17
NORVASC,1509,3273719.1199999913
SOTALOL AF,1986,806881.6100000001
VERAPAMIL ER PM,2715,3144681.279999989
FLUTAMIDE,253,454457.80999999994
REGRANEX,176,4231093.57
ATROPINE SULFATE,1199,669343.2800000001
WELLBUTRIN SR,255,1101560.88
MYCAMINE,70,1510781.1999999993
VORICONAZOLE,440,9616504.330000004
FLUVOXAMINE MALEATE ER,586,3190794.6799999997
PHOSPHA 250 NEUTRAL,569,344589.9999999999
POMALYST,915,228198880.47999996
THALOMID,345,44857934.949999966
GAMMAGARD LIQUID,1011,257127357.52999976
EPITOL,2746,2341947.89
ALREX,1073,6497703.199999997
PROZAC,655,5484817.5
CEFADROXIL,4562,1472383.5099999988
DEMECLOCYCLINE HCL,969,5391068.070000001
ETHAMBUTOL HCL,1576,2332937.4400000065
OXYCODONE HCL ER,1634,19120524.27999998
TOLAZAMIDE,11,11997.18
CIPRODEX,3926,16572315.590000048
OLOPATADINE HCL,1276,6079111.080000002
PREVIDENT 5000,166,36421.97
FYCOMPA,394,6502961.490000002
MIRAPEX ER,393,3914881.6000000015
REBIF REBIDOSE,655,70367178.0500001
AVONEX,2187,236227484.72000033
BUTALBITAL-ASPIRIN-CAFFEINE,1649,1800090.480000001
CROMOLYN SODIUM,1527,1836600.319999997
EXTAVIA,162,9958264.939999998
MEPROBAMATE,369,1181101.2300000002
NORTREL,540,143667.63999999987
OXISTAT,102,986889.1899999998
PROMACTA,442,39920013.21000002
DEPO-ESTRADIOL,63,82157.31999999999
RISPERIDONE ODT,2344,7867984.869999992
LEUCOVORIN CALCIUM,1704,2212664.8300000015
METAXALONE,2827,11478277.09
BRINTELLIX,5034,37020478.36999984
AMPICILLIN TRIHYDRATE,2746,410202.25999999995
TROSPIUM CHLORIDE ER,2530,11179137.970000003
BACITRACIN-POLYMYXIN,524,273104.61999999994
LITE TOUCH,252,131330.61999999997
TRILIPIX,215,621399.3399999996
BYDUREON PEN,3908,53299940.37000011
HUMATROPE,127,4126492.8600000003
NOVOTWIST,749,683599.3100000006
HALOPERIDOL DECANOATE 100,2368,5456037.309999996
RIFAMPIN,2143,2490557.1500000036
SILENOR,1243,7584295.399999992
BUTALBITAL COMPOUND-CODEINE,976,2224909.059999998
ABACAVIR,2002,19421354.80999999
SELZENTRY,1102,38544368.099999964
TRIUMEQ,2094,189030852.58000016
MONONESSA,276,54692.29000000004
ARTHROTEC 75,80,287105.43
CALAN SR,137,360630.2199999999
ALYACEN,108,29575.970000000005
AMPYRA,2054,149492978.38999993
AVONEX PEN,2016,257657969.6300003
BETASERON,1458,178421696.63999993
GILENYA,1632,327682657.1800003
TRIMETHOBENZAMIDE HCL,170,220634.32000000015
GUANFACINE HCL,3010,621503.1799999996
DEXTROSE IN WATER,1138,1585162.7200000028
SPRYCEL,1175,169053015.27000007
ISTALOL,897,4759697.15
COMPRO,109,167059.91
DELZICOL,2880,24002566.94
E.E.S. 200,219,3483303.84
OPSUMIT,785,202972235.9499998
INVOKAMET,961,7987075.949999995
STRIVERDI RESPIMAT,48,115905.89000000001
ZYCLARA,38,793944.35
HYDROCORTISONE-ACETIC ACID,365,730756.4099999997
IBRANCE,883,166944515.84
ADCIRCA,1701,186742673.31000027
ARCAPTA NEOHALER,258,1152266.8499999994
SEROQUEL,1243,11474011.689999994
IMIPENEM-CILASTATIN SODIUM,265,855656.9399999997
LEXIVA,936,25183295.39999998
RIBASPHERE,318,1012225.2599999998
VIRACEPT,441,6780452.780000002
FLUVASTATIN SODIUM,1030,2176501.9500000007
AMLODIPINE-VALSARTAN-HCTZ,2787,9166547.089999989
ENTRESTO,94,699673.6499999999
ELIPHOS,147,503672.91000000027
ROCALTROL,194,328322.78000000014
ORTHO TRI-CYCLEN LO,145,247472.64
NEUPOGEN,626,35872521.209999986
MEGACE ES,220,3550419.7299999995
NEVIRAPINE,1095,1702556.6699999955
NEVIRAPINE ER,721,10111341.349999996
DIPHENHYDRAMINE HCL,780,431909.69999999995
INTRALIPID,428,3723271.9200000013
ISRADIPINE,519,750610.0900000004
EASY TOUCH ALCOHOL PREP PADS,834,118367.82999999989
APTIVUS,111,2162529.69
CLINISOL,355,2413954.099999999
EPOGEN,219,1994660.3999999997
MAGNESIUM SULFATE,89,37387.73999999999
ULTRA COMFORT,860,244938.20999999982
ADDERALL XR,693,3610845.3099999996
QUALAQUIN,7,21585.63
BUPRENORPHINE-NALOXONE,3121,31575190.030000027
DEPAKOTE ER,1757,13125291.819999982
SUTENT,409,58773360.07000002
ISONIAZID,918,136707.23
AZACTAM,14,133179.03
FLUCONAZOLE-NACL,28,20009.630000000005
FOSRENOL,2108,56932928.37999995
VANCOMYCIN,90,82306.27999999997
RELPAX,1387,9508843.049999995
JARDIANCE,1292,10879850.799999997
ANAGRELIDE HCL,1388,3553410.8000000003
CYCLOSPORINE,277,1454359.7299999995
LYSODREN,9,77512.8
DAYPRO,13,44062.82
SIMPONI,891,67759982.64000003
ANDRODERM,587,3443664.570000004
EDECRIN,546,8698686.430000003
ALPRAZOLAM XR,401,193698.88999999987
CLOZARIL,640,15174676.420000002
EFFEXOR XR,1587,9469781.95
OLANZAPINE-FLUOXETINE HCL,629,3772844.5300000003
PROZAC WEEKLY,57,159920.33
ZYPREXA ZYDIS,172,2662557.509999999
CETIRIZINE HCL,330,102066.67999999989
CHLORDIAZEPOXIDE-AMITRIPTYLINE,588,644508.2600000004
XOLAIR,668,38839465.72000001
OSMOPREP,149,575382.12
INCRUSE ELLIPTA,223,1045513.8999999994
BELSOMRA,584,2450096.9999999995
DEXAMETHASONE SODIUM PHOSPHATE,1175,768524.2000000001
CARBATROL,1146,4265918.480000003
INDERAL LA,226,1992797.8399999992
KEPPRA XR,878,16288919.999999987
LAMICTAL,2424,60142959.53999993
LAMICTAL XR,782,23328040.8
MYSOLINE,184,7106784.629999998
ORAP,325,626974.0299999999
RYTARY,630,15710926.960000006
STALEVO 200,53,460964.47000000003
TOPAMAX,1721,32064272.509999987
TYSABRI,173,24314561.93
XENAZINE,741,160528433.70000023
ZONEGRAN,398,9752809.580000002
CYTOMEL,482,691414.0599999998
LEUKERAN,300,2195619.6200000006
PROGESTERONE,5485,9812409.240000019
DENTA 5000 PLUS,639,81796.24000000003
PRENATE DHA,3,4674.1900000000005
COLISTIMETHATE,97,1102077.17
ITRACONAZOLE,491,4286351.500000005
ZORTRESS,109,4967882.179999999
MODERIBA,13,221499.61000000002
KLOR-CON,361,1016971.5500000002
TANZEUM,883,6945342.979999993
TRIVORA-28,128,31284.719999999998
EASY TOUCH,1491,557947.0500000006
AUBAGIO,1231,247741626.56000015
CLOZAPINE ODT,852,10741107.169999989
CLORPRES,10,12245.57
PREVIDENT,882,226640.46999999977
HUMULIN N KWIKPEN,1787,18266755.289999988
ERY-TAB,260,1205114.4300000006
FAZACLO,929,27798366.17999998
ASCOMP WITH CODEINE,545,1098703.3400000003
AFINITOR,1166,220634526.14999977
NEOMYCIN-POLYMYXIN-HC,2540,1721899.900000005
MEKINIST,99,17547280.409999996
TAFINLAR,103,16083101.219999993
ESTRADIOL-NORETHINDRONE ACETAT,932,1931713.04
CONSTULOSE,540,265170.43999999977
PACERONE,432,481108.51999999967
LEVONORGESTREL-ETH ESTRADIOL,123,25144.559999999994
PAXIL,460,1470459.7699999993
FAMCICLOVIR,2398,2528753.549999999
PULMICORT,172,1923905.8599999999
GRALISE,1521,13930208.860000001
TROKENDI XR,501,7700458.689999998
SUMATRIPTAN,334,1397063.6399999997
FLURBIPROFEN SODIUM,436,344084.0999999998
UROXATRAL,138,1078710.7700000007
MAPROTILINE HCL,195,195152.33999999997
ATOVAQUONE,636,14527910.240000006
SEROSTIM,193,68939941.72000001
ERYPED 200,120,1784920.6699999995
EASY-TOUCH INSULIN SYRINGE,502,178231.55000000022
SPRINTEC,1068,194239.12999999995
AMPICILLIN SODIUM,237,618327.3700000002
COZAAR,801,1475197.4300000006
ETODOLAC ER,1428,4160246.040000002
LANOXIN,1360,2329493.8000000017
PIOGLITAZONE-GLIMEPIRIDE,202,1166479.5300000003
EXFORGE HCT,689,2618526.6200000006
EMTRIVA,964,8963556.069999982
RIFABUTIN,134,1193979.8199999994
CELLCEPT,341,7557015.409999999
ENTECAVIR,1720,38298850.05000001
LAMIVUDINE HBV,527,3036848.6199999987
NAPHAZOLINE HCL,541,338668.2199999999
RITALIN LA,116,522645.08000000013
ZYMAXID,164,1321815.3900000001
XALATAN,1380,4155975.660000008
EPINASTINE HCL,801,1462039.3300000015
ADVICOR,253,921404.6400000004
NUTROPIN AQ NUSPIN,58,2209710.670000001
OSENI,479,3471140.89
BUPRENORPHINE HCL,2383,9428299.749999985
GEODON,638,6791764.510000002
LUNESTA,832,4301520.060000001
OXYMORPHONE HCL,1798,10979854.700000014
BOOSTRIX TDAP,2233,6814032.999999991
NITRO-BID,228,212281.71000000008
BETAXOLOL HCL,819,1192044.209999998
BEPREVE,712,6031963.529999998
ACITRETIN,946,15101067.51
GRISEOFULVIN ULTRAMICROSIZE,96,537023.47
EASY TOUCH INSULIN SYRINGE,82,24598.03
TIMOPTIC OCUDOSE,419,3885981.9699999993
BUTALB-CAFF-ACETAMINOPH-CODEIN,1769,2522165.229999993
LEVOCARNITINE,1422,2205740.2699999986
MYCOBUTIN,8,81324.97
DEXMETHYLPHENIDATE HCL,246,257238.98999999996
MEDROL,50,36534.85999999999
NESINA,378,2425085.9000000022
PAZEO,496,2255125.6499999994
ZYLET,222,1296311.37
DEXTROSE 5%-0.45% NACL-KCL,38,19686.080000000005
LACTATED RINGERS,113,94382.12000000001
DEXMETHYLPHENIDATE HCL ER,174,535669.4799999999
ZELAPAR,53,2533680.730000001
ATELVIA,2004,13608530.259999992
RISEDRONATE SODIUM DR,764,3558871.7300000074
FELBAMATE,865,10542267.969999993
JUNEL FE,567,149333.85000000012
PRILOSEC,178,919236.7799999998
URSO FORTE,21,113917.16000000002
EMSAM,216,4213709.480000001
NEFAZODONE HCL,1556,2137173.6999999997
PERPHENAZINE-AMITRIPTYLINE,1672,1738688.0600000005
TETRACYCLINE HCL,145,658200.92
ZOCOR,514,1916013.0899999978
ZOLMITRIPTAN,715,1261232.5399999998
NORPACE,9,35415.08
AVIANE,272,58351.380000000005
TRINESSA,488,93555.53999999998
ZELBORAF,56,5821732.6099999985
ULTRACET,62,226128.55000000002
HEALTHY ACCENTS UNIFINE PENTIP,89,37947.45000000001
ARICEPT,394,2448363.85
NUVARING,223,322990.13000000006
PAREGORIC,26,97598.74999999999
WYMZYA FE,9,6895.76
NEORAL,277,2031281.2800000003
BUPROBAN,5,2062.0499999999997
BENLYSTA,87,4750276.529999998
STIVARGA,132,19319122.759999998
ABACAVIR-LAMIVUDINE-ZIDOVUDINE,462,10562409.829999994
RAYOS,84,3756296.77
VIMOVO,437,15009485.799999993
BUTALBITAL-ACETAMINOPHEN,273,264338.02999999985
CORTISONE ACETATE,51,77053.83
NOXAFIL,177,18884674.650000002
CYCLOPHOSPHAMIDE,173,1575796.5199999998
LORZONE,59,424220.83999999997
ZORVOLEX,282,1144145.3400000003
APTIOM,606,13985766.050000012
NAMZARIC,342,1793825.9500000004
NEURONTIN,809,5793582.699999997
STALEVO 100,76,717420.3000000002
VALIUM,401,2266103.9000000004
KADIAN,287,6534452.069999998
DEPAKOTE SPRINKLE,352,2102226.0000000014
FORTICAL,930,1091844.8099999996
ALCLOMETASONE DIPROPIONATE,674,1221079.0999999992
FLUOCINONIDE-E,400,974787.0099999995
PLAQUENIL,276,1678028.080000001
ALTOPREV,75,500847.6699999999
AMARYL,176,333549.4299999999
PRENATAL VITAMIN PLUS LOW IRON,105,16328.240000000003
DOXERCALCIFEROL,359,5089426.1000000015
CAMILA,162,39149.12999999999
PHENELZINE SULFATE,458,495452.5800000006
CARDURA,97,149616.55000000005
DIFLORASONE DIACETATE,231,1837590.7700000007
UCERIS,284,6445389.580000001
ETHOSUXIMIDE,571,1118601.5499999993
JUBLIA,541,5635213.210000004
ESTROPIPATE,1052,294287.54999999993
CYANOCOBALAMIN INJECTION,325,99188.62000000002
